article_id,title,article_topic_category
21859859,Abolish the school boards,education
21294146,What do we do about the Islamic State fanboys?,terrorism_security
22859366,Ten ways the new foreign minister can undo Baird's damage,politics
16629349,Maybe the Veterans Affairs Minister should actually listen to vets,politics
29920633,A world ill prepared for warming,environment
23195077,How TFSAs fit Harper's vision of small government,economy
30506696,How hookup culture hurts young women,education
27791123,Cruz trumps Trump for scary,politics
31458982,Just say no to a referendum on electoral reform,politics
33010290,"Ottawa's disappointing fighter jet decision: Sadly, politics as usual",politics
25594962,"Have I got a bribe (er, cheque) for you!",politics
18929634,The self-performed lobotomy of the left,politics
30611197,Our 'yes' Prime Minister will one day have to say 'no',politics
18919949,"Hatred of women, not Islam, fuels Pakistan's honour killings",crime_law
10841311,How Margaret Thatcher changed the world for the better,economy
32450897,"Donald Trump's calculated, crazy debate gamble",politics
32904835,Not so progressive: Trump-style politics seep into Alberta,politics
19946283,What Gaza tells us about Canadian politics,politics
19537551,Is there a moral case against prostitution?,crime_law
29943621,British bigotry on full display after Khan's mayoral win,religion
9017719,An introvert lurks behind Stephen Harper's austere exterior,politics
32775277,"Elites, elections, and the politics of alienation",politics
18906965,The Ontario Liberals haven't made the tough choices,economy
20884087,The game's over. Hands off my Netflix,technology
19495555,Anti-spam law is ludicrous regulatory overkill,crime_law
8354440,Australia taxed carbon and the sky didn't fall,environment
31519796,Can immigrants be told where they must live in Canada?,immigration
25876362,The invasion of Europe,immigration
13393031,Long live Prince George. May he not become our King,crime_law
26958176,"For the Conservatives, an upside to Harper's loss",politics
26626437,The niqab is a distraction. Voters should focus on real issues,politics
18636097,Harper's party is defined by its enemies. He likes it that way,politics
26912779,Trudeau to get a quick lesson in global realities,politics
20161330,A suicide note that should be read by everyone,healthcare
29840129,Why judges should have the final word in medically assisted suicide,healthcare
11866667,Jeffrey Simpson: We all pay for the government's hockey ads,economy
25733772,Premiers' energy strategy not an empty pledge,environment
26950822,Jeffrey Simpson: Changing the voting system would be bad news for Tories,politics
26440742,Dear Mr. Mulcair: Lose the beard,politics
12322083,"Margaret Wente: Female breadwinners: Good income, bad outcome?",social_issues
8410492,"Sixty-five's not 60, and other boomer revelations",politics
20275061,Have we lost all sense of how to behave when we fly?,technology
13876000,Why the silencing of Parliament?,politics
18924862,The real reason the French don't get fat,other
23996997,Ontario's new beer strategy has already gone skunky,economy
17829753,"With this act, Conservatives might win the battle, lose the war",politics
22839404,Paul Martin: Indigenous thought belongs in the classroom,education
27587177,"Senate reform is no reform at all, and could have unintended consequence",politics
12770566,Edward Snowden: From Internet crusader to pawn of China and Russia?,technology
11590368,Who you callin' a teacher? Why we love and loathe them,education
30423670,How Orlando divides America,religion
30190815,Canada's Conservatives should watch the GOP - to see what they risk becoming,politics
26146915,What lasting impression will the Duffy trial leave on voters?,crime_law
14933882,"We want children, but can't afford daycare",education
29534302,The solution to Ontario's math problem needs work,education
23482269,"Provocation, pandering and prejudice in our politics",politics
25904759,We need Jon Stewart to set Canada straight,politics
27853458,Why Ontario deserves the sting of the auditor's whip,economy
21332975,Harper's Ottawa is Omnibusted,politics
13196146,Why are the U.S. and China preparing for war with one another?,technology
13045413,The Tory turning-point ahead of the next election,politics
15429022,It's time for Rob Ford to move on,crime_law
25405906,Where's the debate on our dire fiscal future?,politics
27445009,Notley's climate-change marketing triumph,environment
24254907,"On tax cuts, Trudeau shouldn't play on the Tories' turf",economy
31719873,"The real threat: Immigrants to Canada, or Kellie Leitch's divisive politics?",immigration
26006040,Harper would have the upper hand in a minority House,politics
27896251,A ban on spanking: Who'd be hurt the most?,crime_law
26048781,No room for big ideas in our small-minded politics,politics
21154663,"When Iggy Pop can't live off his art, what chance do the rest have?",technology
32172319,Syrian refugees: the romance and the reality,immigration
15571896,"Rob Ford, non-conservative",politics
31697478,It's 2016. Why does school stop for the summer?,education
8508794,Why would we want an elected Senate?,politics
15788438,"To rein in health costs, rein in salaries",healthcare
32879115,"If you thought globalization was bad, just wait for deglobalization",economy
14039810,When women outnumber men on campus: What it means for marriage,education
32278732,Catholic hospitals have no right to refuse assisted dying,healthcare
7311834,Harper needs to stay the course in winter of native discontent,politics
26749675,How Tories win immigrant votes using anti-immigrant messages,politics
19133525,Will the F-35 be another 'Widow Maker' for Canadian pilots?,technology
16235558,It's too late for Harper to change course,politics
27284617,Thinking the unthinkable: This is war,religion
12043923,"For Conservatives, this, too, shall pass (unless it doesn't)",politics
25249936,"The world's nicest, most law-abiding generation",crime_law
17472910,Pauline Marois's loonie delusions,immigration
20307815,Harper isolated on NATO defence spending,politics
25881705,Why is it so hard to fire a rogue cop in Canada?,crime_law
23603559,Why Canada is in Iraq - and should stay out of Syria,terrorism_security
29929971,Message to naturopaths: Magic isn't medicine,healthcare
26504892,Excluding expats from voting process is wrong. We're global citizens,politics
28555139,Trudeau ready to take the gloves off over climate,politics
17332407,How Marois's laser-guided focus on identity tilted the PQ toward a majority,politics
31930773,Where to find school bullies? Not where you might expect,education
21452668,"Sorry, we haven't reached a 'watershed' on violence against women",terrorism_security
17906081,Don't bash the global lukewarmers,environment
15420906,Don't jump on the climate disaster bandwagon,environment
23585010,"It's not Harper's war, but it may be ours",politics
23440363,Is the tide turning in the climate wars?,environment
27851863,Decoding the new language of racial hierarchy,technology
19431656,Does a doctor's religion trump your prescription?,healthcare
29805674,Trudeau 'crystal clear' on pipelines - and completely vague,politics
30000832,Have white Americans lost their minds? Donald Trump hopes so,politics
33010454,President Trump will make chaos the new normal,politics
31616143,How low can the Ontario Liberals go? Just watch them,politics
20101037,"If others were involved, Sona should name names",politics
30619632,The kids aren't alright: Brexit vote a slap in the face to British youth,politics
18218869,Don't cross Canada's health-care ayatollahs,healthcare
9623677,"Trudeau is nothing special, but that may be enough",politics
23044015,It's true: The rich really are ruder,crime_law
12489445,Globe Editorial: Marois could have stayed silent on turban ban. But of course she didn't,sports
13867534,"Why Robin Thicke's hit offends women: It's not the lyrics, but their empty context",technology
14061569,"Rob Ford says he's reducing the city's debt, when in fact, the opposite is true",economy
11542119,Why MPs don't need or deserve bulk mailing privileges any more,politics
32319203,Cleveland Indians: Indigenous mascots are nothing to cheer about,sports
13583783,The police must learn to de-escalate,crime_law
26337638,"Prime ministers may not know when their time is up, but voters do",politics
26844199,Harper wanted the niqab to divide and conquer - but that has backfired,politics
32091358,How Donald Trump can - shudder - win,crime_law
